"season","week","half","even_wk","team","result","win","loss","tie"
2007,3,"first","odd","OAK",2,1,0,0
2007,3,"first","odd","SEA",3,1,0,0
2007,3,"first","odd","ATL",-7,0,1,0
2007,3,"first","odd","WAS",-7,0,1,0
2007,3,"first","odd","CHI",-24,0,1,0
2007,3,"first","odd","NO",-17,0,1,0
2007,4,"first","even","ATL",10,1,0,0
2007,4,"first","even","BUF",3,1,0,0
2007,4,"first","even","CLE",14,1,0,0
2007,4,"first","even","DAL",28,1,0,0
2007,4,"first","even","DET",10,1,0,0
2007,4,"first","even","MIA",-18,0,1,0
2007,4,"first","even","MIN",-7,0,1,0
2007,4,"first","even","CAR",-13,0,1,0
2007,4,"first","even","SF",-20,0,1,0
2007,4,"first","even","ARI",7,1,0,0
2007,4,"first","even","IND",18,1,0,0
2007,4,"first","even","SD",-14,0,1,0
2007,4,"first","even","NYG",13,1,0,0
2007,4,"first","even","CIN",-21,0,1,0
2007,5,"first","odd","HOU",3,1,0,0
2007,5,"first","odd","KC",-10,0,1,0
2007,5,"first","odd","NE",17,1,0,0
2007,5,"first","odd","NO",-3,0,1,0
2007,5,"first","odd","NYG",11,1,0,0
2007,5,"first","odd","PIT",21,1,0,0
2007,5,"first","odd","STL",-3,0,1,0
2007,5,"first","odd","TEN",7,1,0,0
2007,5,"first","odd","WAS",31,1,0,0
2007,5,"first","odd","IND",19,1,0,0
2007,5,"first","odd","DEN",-38,0,1,0
2007,5,"first","odd","SF",-2,0,1,0
2007,5,"first","odd","GB",-7,0,1,0
2007,5,"first","odd","BUF",-1,0,1,0
2007,6,"first","even","BAL",19,1,0,0
2007,6,"first","even","CHI",-3,0,1,0
2007,6,"first","even","CLE",10,1,0,0
2007,6,"first","even","GB",3,1,0,0
2007,6,"first","even","JAX",20,1,0,0
2007,6,"first","even","KC",7,1,0,0
2007,6,"first","even","NYJ",-7,0,1,0
2007,6,"first","even","TB",3,1,0,0
2007,6,"first","even","ARI",-15,0,1,0
2007,6,"first","even","DAL",-21,0,1,0
2007,6,"first","even","SD",14,1,0,0
2007,6,"first","even","SEA",-11,0,1,0
2007,6,"first","even","ATL",-21,0,1,0
2007,7,"first","odd","BUF",5,1,0,0
2007,7,"first","odd","DET",7,1,0,0
2007,7,"first","odd","HOU",-2,0,1,0
2007,7,"first","odd","MIA",-21,0,1,0
2007,7,"first","odd","NO",6,1,0,0
2007,7,"first","odd","NYG",18,1,0,0
2007,7,"first","odd","WAS",2,1,0,0
2007,7,"first","odd","CIN",7,1,0,0
2007,7,"first","odd","OAK",-2,0,1,0
2007,7,"first","odd","DAL",10,1,0,0
2007,7,"first","odd","PHI",-3,0,1,0
2007,7,"first","odd","SEA",27,1,0,0
2007,7,"first","odd","DEN",3,1,0,0
2007,7,"first","odd","JAX",-22,0,1,0
2007,8,"first","even","CAR",-24,0,1,0
2007,8,"first","even","CHI",-9,0,1,0
2007,8,"first","even","CIN",-11,0,1,0
2007,8,"first","even","MIA",-3,0,1,0
2007,8,"first","even","MIN",-7,0,1,0
2007,8,"first","even","STL",-7,0,1,0
2007,8,"first","even","TEN",4,1,0,0
2007,8,"first","even","NYJ",-10,0,1,0
2007,8,"first","even","SD",25,1,0,0
2007,8,"first","even","TB",-1,0,1,0
2007,8,"first","even","NE",45,1,0,0
2007,8,"first","even","SF",-21,0,1,0
2007,8,"first","even","DEN",-6,0,1,0
2007,9,"second","odd","ATL",4,1,0,0
2007,9,"second","odd","BUF",12,1,0,0
2007,9,"second","odd","DET",37,1,0,0
2007,9,"second","odd","KC",-11,0,1,0
2007,9,"second","odd","MIN",18,1,0,0
2007,9,"second","odd","NO",17,1,0,0
2007,9,"second","odd","NYJ",-3,0,1,0
2007,9,"second","odd","TB",7,1,0,0
2007,9,"second","odd","TEN",13,1,0,0
2007,9,"second","odd","CLE",3,1,0,0
2007,9,"second","odd","IND",-4,0,1,0
2007,9,"second","odd","OAK",-7,0,1,0
2007,9,"second","odd","PHI",-21,0,1,0
2007,9,"second","odd","PIT",31,1,0,0
2007,10,"second","even","CAR",-7,0,1,0
2007,10,"second","even","GB",34,1,0,0
2007,10,"second","even","KC",-16,0,1,0
2007,10,"second","even","MIA",-3,0,1,0
2007,10,"second","even","NO",-8,0,1,0
2007,10,"second","even","PIT",3,1,0,0
2007,10,"second","even","TEN",-15,0,1,0
2007,10,"second","even","WAS",-8,0,1,0
2007,10,"second","even","BAL",-14,0,1,0
2007,10,"second","even","ARI",10,1,0,0
2007,10,"second","even","NYG",-11,0,1,0
2007,10,"second","even","OAK",-11,0,1,0
2007,10,"second","even","SD",2,1,0,0
2007,10,"second","even","SEA",24,1,0,0
2007,11,"second","odd","ATL",-24,0,1,0
2007,11,"second","odd","BAL",-3,0,1,0
2007,11,"second","odd","CIN",-8,0,1,0
2007,11,"second","odd","DET",-6,0,1,0
2007,11,"second","odd","GB",14,1,0,0
2007,11,"second","odd","HOU",13,1,0,0
2007,11,"second","odd","IND",3,1,0,0
2007,11,"second","odd","JAX",7,1,0,0
2007,11,"second","odd","MIN",7,1,0,0
2007,11,"second","odd","PHI",10,1,0,0
2007,11,"second","odd","NYJ",3,1,0,0
2007,11,"second","odd","DAL",5,1,0,0
2007,11,"second","odd","SEA",7,1,0,0
2007,11,"second","odd","SF",-4,0,1,0
2007,11,"second","odd","BUF",-46,0,1,0
2007,11,"second","odd","DEN",14,1,0,0
2007,12,"second","even","DET",-11,0,1,0
2007,12,"second","even","DAL",31,1,0,0
2007,12,"second","even","ATL",-18,0,1,0
2007,12,"second","even","CAR",-25,0,1,0
2007,12,"second","even","CIN",29,1,0,0
2007,12,"second","even","CLE",10,1,0,0
2007,12,"second","even","JAX",22,1,0,0
2007,12,"second","even","KC",-3,0,1,0
2007,12,"second","even","NYG",-24,0,1,0
2007,12,"second","even","STL",-5,0,1,0
2007,12,"second","even","TB",6,1,0,0
2007,12,"second","even","ARI",-6,0,1,0
2007,12,"second","even","CHI",3,1,0,0
2007,12,"second","even","SD",18,1,0,0
2007,12,"second","even","NE",3,1,0,0
2007,12,"second","even","PIT",3,1,0,0
2007,13,"second","odd","DAL",10,1,0,0
2007,13,"second","odd","CAR",17,1,0,0
2007,13,"second","odd","IND",3,1,0,0
2007,13,"second","odd","KC",-14,0,1,0
2007,13,"second","odd","MIA",-27,0,1,0
2007,13,"second","odd","MIN",32,1,0,0
2007,13,"second","odd","PHI",-4,0,1,0
2007,13,"second","odd","STL",12,1,0,0
2007,13,"second","odd","TEN",8,1,0,0
2007,13,"second","odd","WAS",-1,0,1,0
2007,13,"second","odd","ARI",6,1,0,0
2007,13,"second","odd","OAK",14,1,0,0
2007,13,"second","odd","CHI",-5,0,1,0
2007,13,"second","odd","NO",-4,0,1,0
2007,13,"second","odd","PIT",14,1,0,0
2007,13,"second","odd","BAL",-3,0,1,0
2007,14,"second","even","WAS",8,1,0,0
2007,14,"second","even","BUF",21,1,0,0
2007,14,"second","even","CIN",9,1,0,0
2007,14,"second","even","DET",-1,0,1,0
2007,14,"second","even","GB",31,1,0,0
2007,14,"second","even","HOU",14,1,0,0
2007,14,"second","even","JAX",31,1,0,0
2007,14,"second","even","PHI",-3,0,1,0
2007,14,"second","even","TEN",-6,0,1,0
2007,14,"second","even","SEA",21,1,0,0
2007,14,"second","even","SF",-20,0,1,0
2007,14,"second","even","DEN",34,1,0,0
2007,14,"second","even","NE",21,1,0,0
2007,14,"second","even","NYJ",-6,0,1,0
2007,14,"second","even","BAL",-24,0,1,0
2007,14,"second","even","ATL",-20,0,1,0
2007,15,"second","odd","HOU",18,1,0,0
2007,15,"second","odd","SF",7,1,0,0
2007,15,"second","odd","CAR",3,1,0,0
2007,15,"second","odd","CLE",8,1,0,0
2007,15,"second","odd","KC",-9,0,1,0
2007,15,"second","odd","MIA",6,1,0,0
2007,15,"second","odd","NE",10,1,0,0
2007,15,"second","odd","NO",7,1,0,0
2007,15,"second","odd","PIT",-7,0,1,0
2007,15,"second","odd","STL",-19,0,1,0
2007,15,"second","odd","TB",34,1,0,0
2007,15,"second","odd","OAK",-7,0,1,0
2007,15,"second","odd","DAL",-4,0,1,0
2007,15,"second","odd","SD",37,1,0,0
2007,15,"second","odd","NYG",-12,0,1,0
2007,15,"second","odd","MIN",7,1,0,0
2007,16,"second","even","STL",-17,0,1,0
2007,16,"second","even","CAR",-7,0,1,0
2007,16,"second","even","BUF",-17,0,1,0
2007,16,"second","even","CHI",28,1,0,0
2007,16,"second","even","CIN",5,1,0,0
2007,16,"second","even","DET",5,1,0,0
2007,16,"second","even","IND",23,1,0,0
2007,16,"second","even","JAX",38,1,0,0
2007,16,"second","even","NO",-15,0,1,0
2007,16,"second","even","ARI",3,1,0,0
2007,16,"second","even","SF",2,1,0,0
2007,16,"second","even","NE",21,1,0,0
2007,16,"second","even","SEA",21,1,0,0
2007,16,"second","even","TEN",4,1,0,0
2007,16,"second","even","MIN",-11,0,1,0
2007,16,"second","even","SD",20,1,0,0
2007,17,"second","odd","NYG",-3,0,1,0
2007,17,"second","odd","ATL",3,1,0,0
2007,17,"second","odd","CHI",8,1,0,0
2007,17,"second","odd","CLE",13,1,0,0
2007,17,"second","odd","GB",21,1,0,0
2007,17,"second","odd","HOU",14,1,0,0
2007,17,"second","odd","MIA",-13,0,1,0
2007,17,"second","odd","PHI",8,1,0,0
2007,17,"second","odd","TB",-8,0,1,0
2007,17,"second","odd","ARI",29,1,0,0
2007,17,"second","odd","BAL",6,1,0,0
2007,17,"second","odd","DEN",3,1,0,0
2007,17,"second","odd","NYJ",3,1,0,0
2007,17,"second","odd","OAK",-13,0,1,0
2007,17,"second","odd","WAS",21,1,0,0
2007,17,"second","odd","IND",-6,0,1,0
2008,1,"first","odd","NYG",9,1,0,0
2008,1,"first","odd","ATL",13,1,0,0
2008,1,"first","odd","BAL",7,1,0,0
2008,1,"first","odd","BUF",24,1,0,0
2008,1,"first","odd","MIA",-6,0,1,0
2008,1,"first","odd","NE",7,1,0,0
2008,1,"first","odd","NO",4,1,0,0
2008,1,"first","odd","PHI",35,1,0,0
2008,1,"first","odd","PIT",21,1,0,0
2008,1,"first","odd","TEN",7,1,0,0
2008,1,"first","odd","CLE",-18,0,1,0
2008,1,"first","odd","SD",-2,0,1,0
2008,1,"first","odd","SF",-10,0,1,0
2008,1,"first","odd","IND",-16,0,1,0
2008,1,"first","odd","GB",5,1,0,0
2008,1,"first","odd","OAK",-27,0,1,0
2008,2,"first","even","CAR",3,1,0,0
2008,2,"first","even","CIN",-17,0,1,0
2008,2,"first","even","DET",-23,0,1,0
2008,2,"first","even","JAX",-4,0,1,0
2008,2,"first","even","KC",-15,0,1,0
2008,2,"first","even","MIN",-3,0,1,0
2008,2,"first","even","STL",-28,0,1,0
2008,2,"first","even","WAS",5,1,0,0
2008,2,"first","even","SEA",-3,0,1,0
2008,2,"first","even","TB",15,1,0,0
2008,2,"first","even","ARI",21,1,0,0
2008,2,"first","even","DEN",1,1,0,0
2008,2,"first","even","NYJ",-9,0,1,0
2008,2,"first","even","CLE",-4,0,1,0
2008,2,"first","even","DAL",4,1,0,0
2008,3,"first","odd","ATL",24,1,0,0
2008,3,"first","odd","BUF",1,1,0,0
2008,3,"first","odd","CHI",-3,0,1,0
2008,3,"first","odd","MIN",10,1,0,0
2008,3,"first","odd","NE",-25,0,1,0
2008,3,"first","odd","NYG",3,1,0,0
2008,3,"first","odd","TEN",19,1,0,0
2008,3,"first","odd","WAS",7,1,0,0
2008,3,"first","odd","DEN",2,1,0,0
2008,3,"first","odd","SEA",24,1,0,0
2008,3,"first","odd","SF",18,1,0,0
2008,3,"first","odd","BAL",18,1,0,0
2008,3,"first","odd","IND",-2,0,1,0
2008,3,"first","odd","PHI",9,1,0,0
2008,3,"first","odd","GB",-11,0,1,0
2008,3,"first","odd","SD",19,1,0,0
2008,4,"first","even","CAR",15,1,0,0
2008,4,"first","even","CIN",-8,0,1,0
2008,4,"first","even","JAX",3,1,0,0
2008,4,"first","even","KC",14,1,0,0
2008,4,"first","even","NO",14,1,0,0
2008,4,"first","even","NYJ",21,1,0,0
2008,4,"first","even","TB",9,1,0,0
2008,4,"first","even","TEN",13,1,0,0
2008,4,"first","even","OAK",-10,0,1,0
2008,4,"first","even","STL",-17,0,1,0
2008,4,"first","even","DAL",-2,0,1,0
2008,4,"first","even","CHI",4,1,0,0
2008,4,"first","even","PIT",3,1,0,0
2008,5,"first","odd","BAL",-3,0,1,0
2008,5,"first","odd","CAR",34,1,0,0
2008,5,"first","odd","DET",-27,0,1,0
2008,5,"first","odd","GB",-3,0,1,0
2008,5,"first","odd","HOU",-4,0,1,0
2008,5,"first","odd","MIA",7,1,0,0
2008,5,"first","odd","NYG",38,1,0,0
2008,5,"first","odd","PHI",-6,0,1,0
2008,5,"first","odd","DEN",3,1,0,0
2008,5,"first","odd","ARI",24,1,0,0
2008,5,"first","odd","DAL",9,1,0,0
2008,5,"first","odd","SF",-9,0,1,0
2008,5,"first","odd","JAX",-5,0,1,0
2008,5,"first","odd","NO",-3,0,1,0
2008,6,"first","even","ATL",2,1,0,0
2008,6,"first","even","HOU",1,1,0,0
2008,6,"first","even","IND",28,1,0,0
2008,6,"first","even","MIN",2,1,0,0
2008,6,"first","even","NO",31,1,0,0
2008,6,"first","even","NYJ",12,1,0,0
2008,6,"first","even","TB",24,1,0,0
2008,6,"first","even","WAS",-2,0,1,0
2008,6,"first","even","DEN",-7,0,1,0
2008,6,"first","even","ARI",6,1,0,0
2008,6,"first","even","SEA",-10,0,1,0
2008,6,"first","even","SF",-14,0,1,0
2008,6,"first","even","SD",20,1,0,0
2008,6,"first","even","CLE",21,1,0,0
2008,7,"first","odd","BUF",9,1,0,0
2008,7,"first","odd","CAR",23,1,0,0
2008,7,"first","odd","CHI",7,1,0,0
2008,7,"first","odd","CIN",-28,0,1,0
2008,7,"first","odd","KC",-24,0,1,0
2008,7,"first","odd","MIA",-14,0,1,0
2008,7,"first","odd","NYG",12,1,0,0
2008,7,"first","odd","STL",20,1,0,0
2008,7,"first","odd","HOU",7,1,0,0
2008,7,"first","odd","GB",20,1,0,0
2008,7,"first","odd","OAK",3,1,0,0
2008,7,"first","odd","WAS",3,1,0,0
2008,7,"first","odd","TB",10,1,0,0
2008,7,"first","odd","NE",34,1,0,0
2008,8,"first","even","BAL",19,1,0,0
2008,8,"first","even","CAR",4,1,0,0
2008,8,"first","even","DAL",4,1,0,0
2008,8,"first","even","DET",-8,0,1,0
2008,8,"first","even","MIA",9,1,0,0
2008,8,"first","even","NE",7,1,0,0
2008,8,"first","even","NO",5,1,0,0
2008,8,"first","even","NYJ",4,1,0,0
2008,8,"first","even","PHI",13,1,0,0
2008,8,"first","even","HOU",29,1,0,0
2008,8,"first","even","JAX",-6,0,1,0
2008,8,"first","even","PIT",-7,0,1,0
2008,8,"first","even","SF",-21,0,1,0
2008,8,"first","even","TEN",10,1,0,0
2008,9,"second","odd","BUF",-9,0,1,0
2008,9,"second","odd","CHI",4,1,0,0
2008,9,"second","odd","CIN",2,1,0,0
2008,9,"second","odd","CLE",-10,0,1,0
2008,9,"second","odd","KC",-3,0,1,0
2008,9,"second","odd","MIN",7,1,0,0
2008,9,"second","odd","STL",-21,0,1,0
2008,9,"second","odd","TEN",3,1,0,0
2008,9,"second","odd","DEN",-9,0,1,0
2008,9,"second","odd","NYG",21,1,0,0
2008,9,"second","odd","OAK",-24,0,1,0
2008,9,"second","odd","SEA",-19,0,1,0
2008,9,"second","odd","IND",3,1,0,0
2008,9,"second","odd","WAS",-17,0,1,0
2008,10,"second","even","CLE",-4,0,1,0
2008,10,"second","even","ATL",14,1,0,0
2008,10,"second","even","CHI",-7,0,1,0
2008,10,"second","even","DET",-24,0,1,0
2008,10,"second","even","HOU",-28,0,1,0
2008,10,"second","even","MIA",2,1,0,0
2008,10,"second","even","MIN",1,1,0,0
2008,10,"second","even","NE",10,1,0,0
2008,10,"second","even","NYJ",44,1,0,0
2008,10,"second","even","OAK",-11,0,1,0
2008,10,"second","even","PIT",-4,0,1,0
2008,10,"second","even","SD",1,1,0,0
2008,10,"second","even","PHI",-5,0,1,0
2008,10,"second","even","ARI",5,1,0,0
2008,11,"second","odd","NE",-3,0,1,0
2008,11,"second","odd","ATL",-4,0,1,0
2008,11,"second","odd","CAR",9,1,0,0
2008,11,"second","odd","CIN",0,0,0,1
2008,11,"second","odd","GB",34,1,0,0
2008,11,"second","odd","IND",6,1,0,0
2008,11,"second","odd","KC",-10,0,1,0
2008,11,"second","odd","MIA",2,1,0,0
2008,11,"second","odd","NYG",20,1,0,0
2008,11,"second","odd","TB",6,1,0,0
2008,11,"second","odd","SEA",-6,0,1,0
2008,11,"second","odd","SF",19,1,0,0
2008,11,"second","odd","JAX",-10,0,1,0
2008,11,"second","odd","PIT",1,1,0,0
2008,11,"second","odd","WAS",-4,0,1,0
2008,11,"second","odd","BUF",-2,0,1,0
2008,12,"second","even","PIT",17,1,0,0
2008,12,"second","even","BAL",29,1,0,0
2008,12,"second","even","CLE",-10,0,1,0
2008,12,"second","even","DAL",13,1,0,0
2008,12,"second","even","DET",-18,0,1,0
2008,12,"second","even","JAX",-18,0,1,0
2008,12,"second","even","KC",-23,0,1,0
2008,12,"second","even","MIA",-20,0,1,0
2008,12,"second","even","STL",-24,0,1,0
2008,12,"second","even","TEN",-21,0,1,0
2008,12,"second","even","DEN",-21,0,1,0
2008,12,"second","even","ARI",-8,0,1,0
2008,12,"second","even","ATL",17,1,0,0
2008,12,"second","even","SEA",-3,0,1,0
2008,12,"second","even","SD",-3,0,1,0
2008,12,"second","even","NO",22,1,0,0
2008,13,"second","odd","DET",-37,0,1,0
2008,13,"second","odd","DAL",25,1,0,0
2008,13,"second","odd","PHI",28,1,0,0
2008,13,"second","odd","BUF",-7,0,1,0
2008,13,"second","odd","CIN",-31,0,1,0
2008,13,"second","odd","CLE",-4,0,1,0
2008,13,"second","odd","GB",-4,0,1,0
2008,13,"second","odd","STL",-4,0,1,0
2008,13,"second","odd","TB",3,1,0,0
2008,13,"second","odd","WAS",-16,0,1,0
2008,13,"second","odd","SD",-6,0,1,0
2008,13,"second","odd","NE",-23,0,1,0
2008,13,"second","odd","NYJ",-17,0,1,0
2008,13,"second","odd","OAK",-7,0,1,0
2008,13,"second","odd","MIN",20,1,0,0
2008,13,"second","odd","HOU",13,1,0,0
2008,14,"second","even","SD",27,1,0,0
2008,14,"second","even","CHI",13,1,0,0
2008,14,"second","even","DET",-4,0,1,0
2008,14,"second","even","GB",-3,0,1,0
2008,14,"second","even","IND",32,1,0,0
2008,14,"second","even","NO",4,1,0,0
2008,14,"second","even","NYG",-6,0,1,0
2008,14,"second","even","TEN",19,1,0,0
2008,14,"second","even","BUF",-13,0,1,0
2008,14,"second","even","DEN",7,1,0,0
2008,14,"second","even","SEA",-3,0,1,0
2008,14,"second","even","SF",10,1,0,0
2008,14,"second","even","ARI",24,1,0,0
2008,14,"second","even","PIT",7,1,0,0
2008,14,"second","even","BAL",14,1,0,0
2008,14,"second","even","CAR",15,1,0,0
2008,15,"second","odd","CHI",3,1,0,0
2008,15,"second","odd","ATL",3,1,0,0
2008,15,"second","odd","CIN",7,1,0,0
2008,15,"second","odd","HOU",1,1,0,0
2008,15,"second","odd","IND",10,1,0,0
2008,15,"second","odd","JAX",4,1,0,0
2008,15,"second","odd","KC",-1,0,1,0
2008,15,"second","odd","MIA",5,1,0,0
2008,15,"second","odd","NYJ",4,1,0,0
2008,15,"second","odd","STL",-3,0,1,0
2008,15,"second","odd","ARI",-21,0,1,0
2008,15,"second","odd","BAL",-4,0,1,0
2008,15,"second","odd","CAR",20,1,0,0
2008,15,"second","odd","OAK",-23,0,1,0
2008,15,"second","odd","DAL",12,1,0,0
2008,15,"second","odd","PHI",20,1,0,0
2008,16,"second","even","JAX",-7,0,1,0
2008,16,"second","even","DAL",-9,0,1,0
2008,16,"second","even","CLE",-14,0,1,0
2008,16,"second","even","DET",-35,0,1,0
2008,16,"second","even","KC",-7,0,1,0
2008,16,"second","even","NE",40,1,0,0
2008,16,"second","even","STL",-1,0,1,0
2008,16,"second","even","TB",-17,0,1,0
2008,16,"second","even","TEN",17,1,0,0
2008,16,"second","even","DEN",-7,0,1,0
2008,16,"second","even","OAK",11,1,0,0
2008,16,"second","even","SEA",10,1,0,0
2008,16,"second","even","MIN",-7,0,1,0
2008,16,"second","even","WAS",7,1,0,0
2008,16,"second","even","NYG",6,1,0,0
2008,16,"second","even","CHI",3,1,0,0
2008,17,"second","odd","ATL",4,1,0,0
2008,17,"second","odd","BUF",-13,0,1,0
2008,17,"second","odd","CIN",10,1,0,0
2008,17,"second","odd","GB",10,1,0,0
2008,17,"second","odd","HOU",7,1,0,0
2008,17,"second","odd","IND",23,1,0,0
2008,17,"second","odd","MIN",1,1,0,0
2008,17,"second","odd","NO",-2,0,1,0
2008,17,"second","odd","PIT",31,1,0,0
2008,17,"second","odd","TB",-7,0,1,0
2008,17,"second","odd","ARI",13,1,0,0
2008,17,"second","odd","BAL",20,1,0,0
2008,17,"second","odd","NYJ",-7,0,1,0
2008,17,"second","odd","PHI",38,1,0,0
2008,17,"second","odd","SF",3,1,0,0
2008,17,"second","odd","SD",31,1,0,0
2009,1,"first","odd","PIT",3,1,0,0
2009,1,"first","odd","ATL",12,1,0,0
2009,1,"first","odd","BAL",14,1,0,0
2009,1,"first","odd","CAR",-28,0,1,0
2009,1,"first","odd","CIN",-5,0,1,0
2009,1,"first","odd","CLE",-14,0,1,0
2009,1,"first","odd","HOU",-17,0,1,0
2009,1,"first","odd","IND",2,1,0,0
2009,1,"first","odd","NO",18,1,0,0
2009,1,"first","odd","TB",-13,0,1,0
2009,1,"first","odd","ARI",-4,0,1,0
2009,1,"first","odd","NYG",6,1,0,0
2009,1,"first","odd","SEA",28,1,0,0
2009,1,"first","odd","GB",6,1,0,0
2009,1,"first","odd","NE",1,1,0,0
2009,1,"first","odd","OAK",-4,0,1,0
2009,2,"first","even","ATL",8,1,0,0
2009,2,"first","even","DET",-14,0,1,0
2009,2,"first","even","GB",-7,0,1,0
2009,2,"first","even","JAX",-14,0,1,0
2009,2,"first","even","KC",-3,0,1,0
2009,2,"first","even","NYJ",7,1,0,0
2009,2,"first","even","PHI",-26,0,1,0
2009,2,"first","even","TEN",-3,0,1,0
2009,2,"first","even","WAS",2,1,0,0
2009,2,"first","even","BUF",13,1,0,0
2009,2,"first","even","SF",13,1,0,0
2009,2,"first","even","CHI",3,1,0,0
2009,2,"first","even","DEN",21,1,0,0
2009,2,"first","even","SD",-5,0,1,0
2009,2,"first","even","DAL",-2,0,1,0
2009,2,"first","even","MIA",-4,0,1,0
2009,3,"first","odd","BAL",31,1,0,0
2009,3,"first","odd","DET",5,1,0,0
2009,3,"first","odd","HOU",-7,0,1,0
2009,3,"first","odd","MIN",3,1,0,0
2009,3,"first","odd","NE",16,1,0,0
2009,3,"first","odd","NYJ",7,1,0,0
2009,3,"first","odd","PHI",20,1,0,0
2009,3,"first","odd","STL",-19,0,1,0
2009,3,"first","odd","TB",-24,0,1,0
2009,3,"first","odd","BUF",-20,0,1,0
2009,3,"first","odd","SEA",-6,0,1,0
2009,3,"first","odd","CIN",3,1,0,0
2009,3,"first","odd","OAK",-20,0,1,0
2009,3,"first","odd","SD",10,1,0,0
2009,3,"first","odd","ARI",-21,0,1,0
2009,3,"first","odd","DAL",14,1,0,0
2009,4,"first","even","CHI",24,1,0,0
2009,4,"first","even","CLE",-3,0,1,0
2009,4,"first","even","HOU",23,1,0,0
2009,4,"first","even","IND",17,1,0,0
2009,4,"first","even","JAX",20,1,0,0
2009,4,"first","even","KC",-11,0,1,0
2009,4,"first","even","NE",6,1,0,0
2009,4,"first","even","WAS",3,1,0,0
2009,4,"first","even","MIA",28,1,0,0
2009,4,"first","even","NO",14,1,0,0
2009,4,"first","even","DEN",7,1,0,0
2009,4,"first","even","SF",35,1,0,0
2009,4,"first","even","PIT",10,1,0,0
2009,4,"first","even","MIN",7,1,0,0
2009,5,"first","odd","BAL",-3,0,1,0
2009,5,"first","odd","BUF",-3,0,1,0
2009,5,"first","odd","CAR",3,1,0,0
2009,5,"first","odd","DET",-8,0,1,0
2009,5,"first","odd","KC",-6,0,1,0
2009,5,"first","odd","NYG",37,1,0,0
2009,5,"first","odd","PHI",19,1,0,0
2009,5,"first","odd","STL",-28,0,1,0
2009,5,"first","odd","SF",-35,0,1,0
2009,5,"first","odd","ARI",7,1,0,0
2009,5,"first","odd","DEN",3,1,0,0
2009,5,"first","odd","SEA",41,1,0,0
2009,5,"first","odd","TEN",-22,0,1,0
2009,5,"first","odd","MIA",4,1,0,0
2009,6,"first","even","CIN",-11,0,1,0
2009,6,"first","even","GB",26,1,0,0
2009,6,"first","even","JAX",3,1,0,0
2009,6,"first","even","MIN",2,1,0,0
2009,6,"first","even","NO",21,1,0,0
2009,6,"first","even","PIT",13,1,0,0
2009,6,"first","even","TB",-7,0,1,0
2009,6,"first","even","WAS",-8,0,1,0
2009,6,"first","even","OAK",4,1,0,0
2009,6,"first","even","SEA",-24,0,1,0
2009,6,"first","even","NE",59,1,0,0
2009,6,"first","even","NYJ",-3,0,1,0
2009,6,"first","even","ATL",7,1,0,0
2009,6,"first","even","SD",-11,0,1,0
2009,7,"first","odd","CLE",-28,0,1,0
2009,7,"first","odd","HOU",3,1,0,0
2009,7,"first","odd","KC",-30,0,1,0
2009,7,"first","odd","PIT",10,1,0,0
2009,7,"first","odd","STL",-36,0,1,0
2009,7,"first","odd","TB",-28,0,1,0
2009,7,"first","odd","CAR",-11,0,1,0
2009,7,"first","odd","OAK",-38,0,1,0
2009,7,"first","odd","CIN",35,1,0,0
2009,7,"first","odd","DAL",16,1,0,0
2009,7,"first","odd","MIA",-12,0,1,0
2009,7,"first","odd","NYG",-7,0,1,0
2009,7,"first","odd","WAS",-10,0,1,0
2009,8,"first","even","BAL",23,1,0,0
2009,8,"first","even","BUF",-21,0,1,0
2009,8,"first","even","CHI",24,1,0,0
2009,8,"first","even","DAL",21,1,0,0
2009,8,"first","even","DET",-7,0,1,0
2009,8,"first","even","IND",4,1,0,0
2009,8,"first","even","NYJ",-5,0,1,0
2009,8,"first","even","PHI",23,1,0,0
2009,8,"first","even","SD",8,1,0,0
2009,8,"first","even","TEN",17,1,0,0
2009,8,"first","even","ARI",-13,0,1,0
2009,8,"first","even","GB",-12,0,1,0
2009,8,"first","even","NO",8,1,0,0
2009,9,"second","odd","ATL",14,1,0,0
2009,9,"second","odd","CHI",-20,0,1,0
2009,9,"second","odd","CIN",10,1,0,0
2009,9,"second","odd","IND",3,1,0,0
2009,9,"second","odd","JAX",3,1,0,0
2009,9,"second","odd","NE",10,1,0,0
2009,9,"second","odd","TB",10,1,0,0
2009,9,"second","odd","NO",10,1,0,0
2009,9,"second","odd","SEA",12,1,0,0
2009,9,"second","odd","NYG",-1,0,1,0
2009,9,"second","odd","SF",-7,0,1,0
2009,9,"second","odd","PHI",-4,0,1,0
2009,9,"second","odd","DEN",-18,0,1,0
2009,10,"second","even","SF",4,1,0,0
2009,10,"second","even","CAR",9,1,0,0
2009,10,"second","even","MIA",2,1,0,0
2009,10,"second","even","MIN",17,1,0,0
2009,10,"second","even","NYJ",-2,0,1,0
2009,10,"second","even","PIT",-6,0,1,0
2009,10,"second","even","STL",-5,0,1,0
2009,10,"second","even","TEN",24,1,0,0
2009,10,"second","even","WAS",10,1,0,0
2009,10,"second","even","OAK",-6,0,1,0
2009,10,"second","even","ARI",11,1,0,0
2009,10,"second","even","GB",10,1,0,0
2009,10,"second","even","SD",8,1,0,0
2009,10,"second","even","IND",1,1,0,0
2009,10,"second","even","CLE",-16,0,1,0
2009,11,"second","odd","CAR",-7,0,1,0
2009,11,"second","odd","BAL",-2,0,1,0
